소장구분,소장품번호,세부번호,유물명,한자명칭,국적/시대,재질,용도,크기,출토지,지정구분,설명
국립1-광주-광주,11852,0,盒,합,한국-통일신라,토제-연질,식-음식기-음식,"높이 5.8~9.0,입지름 9.0~15.5,바닥지름 5.4~9.1",전라남도-함평군-대동면 향교리 산 25.26번지 일원,,
국립1-광주-광주,11853,0,蓋,뚜껑,한국-통일신라,토제-경질,식-음식기-음식,"높이 2.9,입지름 10.9",전라남도-함평군-대동면 향교리 산 25.26번지 일원,,
국립1-광주-광주,11854,0,土製玉,토제구슬,한국-삼국,토제-연질,의-장신구-신체장식,지름 1.4,전라남도-함평군-대동면 향교리 산 25.26번지 일원,,
국립1-광주-광주,11855,0,鉢形土器,발형토기,한국-삼국,토제-연질,식-음식기-음식,현재높이 14.4,전라남도-장성군-북이면 신월리 766-6외,,
국립1-광주-광주,11856,0,土器底部片,토기저부편,한국-삼국,토제-기타,식-음식기-음식,현재높이 4.2~6.7,전라남도-장성군-북이면 신월리 766-6외,,
국립1-광주-광주,11857,0,白磁底部片,백자저부편,한국-조선,도자기-백자,식-음식기-음식,현재높이 4.3~4.4,전라남도-장성군-북이면 신월리 766-6외,,
국립1-광주-광주,11858,0,靑磁底部片,청자저부편,한국-고려,도자기-청자,식-음식기-음식,현재높이 2.9,전라남도-장성군-북이면 신월리 766-6외,,
국립1-광주-광주,11859,0,土器胴體部片,토기동체부편,한국-조선,토제-경질,식-음식기-음식,현재높이 4.9,전라남도-장성군-진원면 율곡리,,
국립1-광주-광주,11860,0,白磁底部片,백자저부편,한국-조선,도자기-백자,식-음식기-음식,"현재높이 2.0~2.5,바닥지름 5.8~6.0",전라남도-장성군-진원면 율곡리,,
국립1-광주-광주,11861,0,石鏃,석촉,한국-청동기,석-기타,군사-근력무기-궁시,"길이 4.2,너비 1.2,두께 0.3",전라남도-장성군-서삼면 대덕리 산 177-1외 일대,,
국립1-광주-광주,11862,0,注口土器,주구토기,한국-삼국,토제-연질,식-음식기-저장운반,"현재높이 18.6,두께 0.6",전라남도-장성군-서삼면 대덕리 산 177-1외 일대,,
국립1-광주-광주,11863,0,有孔廣口小壺,유광구소호,한국-삼국,토제-경질,식-음식기-저장운반,"현재높이 18.6,두께 0.6",전라남도-장성군-서삼면 대덕리 산 177-1외 일대,,
국립1-광주-광주,11864,0,土器胴體部片,토기동체부편,한국-통일신라,토제-기타,식-음식기-음식,현재높이 7.6~18.0,광주광역시-남구-방림동 108-87번지 외,,
국립1-광주-광주,11865,0,土器胴體部片,토기동체부편,한국-통일신라,토제-경질,식-음식기-음식,현재높이 5.0~7.2,광주광역시-남구-방림동 108-87번지 외,,
국립1-광주-광주,11866,0,암키와,암키와,한국-통일신라,토제-경질,주-건축부재-지붕재,"현재길이 10.0~16.0,두께 1.5~2.0",광주광역시-남구-방림동 108-87번지 외,,
국립1-광주-광주,11867,0,수키와,수키와,한국-통일신라,토제-경질,주-건축부재-지붕재,"현재길이 13.2,두께 1.7",광주광역시-남구-방림동 108-87번지 외,,
국립1-광주-광주,11868,0,粉靑沙器匙,분청사기접시,한국-조선,도자기-분청,식-음식기-음식,"현재높이 2.5~3.2,바닥지름 3.4~4.7",광주광역시-남구-방림동 108-87번지 외,,
국립1-광주-광주,11869,0,白磁鉢,백자발,한국-조선,도자기-백자,식-음식기-음식,"현재높이 3.3~4.5,바닥지름 5.6~6.0",광주광역시-북구-용봉동 991-1번지 일원,,
국립1-광주-광주,11870,0,수키와,수키와,한국-조선,토제-경질,주-건축부재-지붕재,"현재길이 9.0~16.0,현재너비 12.0~14.0,두께 1.5~2.0",광주광역시-북구-용봉동 991-1번지 일원,,
국립1-광주-광주,11871,0,암키와,암키와,한국-조선,토제-경질,주-건축부재-지붕재,"현재길이 6.0~14.0,현재너비 11.5~17.0,두께 2.0~2.4",광주광역시-북구-용봉동 991-1번지 일원,,
국립1-광주-광주,11872,0,여러면석기,여러면석기,한국-구석기,석-기타,사회생활-기타-,"길이 9.9,너비 9.5,두께 9.4",전라남도-무안군-망운면 외반리 조암유물산포지,,
국립1-광주-광주,11873,0,암키와편,암키와편,한국-고려,토제-연질,주-건축부재-지붕재,"현재길이 10.5~17.5,두께 1.5~2.1",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11874,0,수키와,수키와,한국-고려,토제-경질,주-건축부재-지붕재,"길이 33.5,두께 1.5,현재길이 24.0,두께 1.8",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11875,0,암키와편,암키와편,한국-고려,토제-연질,주-건축부재-지붕재,"현재길이 9.2~14.2,두께 1.5~2.6",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11876,0,암키와편,암키와편,한국-고려,토제-경질,주-건축부재-지붕재,"현재길이 9.7~21.5,두께 2.1~2.5,길이 15.0,두께 1.8",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11877,0,수키와,수키와,한국-고려,토제-경질,주-건축부재-지붕재,"현재길이 13.2~13.5,두께 1.3~1.8",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11878,0,漁網錘,어망추,한국-고려,토제-연질,산업/생업-어업-어로,"구멍지름 0.5,길이 5.5,두께 2.0",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11879,0,수키와,수키와,한국-고려,토제-경질,주-건축부재-지붕재,"길이 35.0,두께 1.8,현재길이 19.5~27.5,두께 2.5",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11880,0,암키와편,암키와편,한국-고려,토제-연질,주-건축부재-지붕재,"현재길이 13.5~16.0,현재너비 13.9~20.2,두께 1.6~2.3,현재길이 15.5,너비 30.1,두께 2.0",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11881,0,암키와편,암키와편,한국-고려,토제-기타,주-건축부재-지붕재,"현재길이 13.5~28.2,현재너비 12.0~21.3,두께 2.0~2.4",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11882,0,硯,벼루,한국-고려,석-기타,주-생활용품-문방구,"현재길이 7.5~7.8,너비 5.4~6.8,두께 1.3~1.4",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11883,0,암키와편,암키와편,한국-고려,토제-경질,주-건축부재-지붕재,"현재길이 14.0~17.8,현재너비 18.0~22.0,두께 2.1,길이 33.1,너비 26.5,두께 2.2",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11884,0,수키와,수키와,한국-고려,토제-연질,주-건축부재-지붕재,"현재길이 27.5~34.0,너비 11.0~17.7,두께 1.2~3.1",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11885,0,靑磁匙片,청자접시편,한국-고려,도자기-청자,식-음식기-음식,"높이 2.0~2.2,바닥지름 3.8~3.9,두께 0.3~0.4",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11886,0,象嵌靑磁底部片,상감청자저부편,한국-고려,도자기-청자,식-음식기-음식,"현재높이 1.7~2.4,두께 0.7~0.8",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11887,0,靑磁盞,청자잔,한국-고려,도자기-청자,식-음식기-음식,"현재높이 5.6,바닥지름 4.3",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11888,0,靑磁大片,청자대접편,한국-고려,도자기-청자,식-음식기-음식,"높이 5.0,바닥지름 5.4",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11889,0,靑磁底部片,청자저부편,한국-고려,도자기-청자,식-음식기-음식,"현재높이 2.1~4.1,바닥지름 4.0~6.1",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11890,0,靑磁胴體部片,청자동체부편,한국-고려,도자기-청자,식-음식기-음식,"현재길이 3.7~6.7,두께 0.5~0.6",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11891,0,靑磁蓋,청자뚜껑,한국-고려,도자기-청자,식-음식기-음식,"높이 2.7,바닥지름 4.0",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11892,0,白磁甁,백자병,한국-조선,도자기-백자,식-음식기-음식,"현재높이 17.0,바닥지름 6.2",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11893,0,靑磁口緣部片,청자구연부편,한국-고려,도자기-청자,식-음식기-음식,"현재길이 7.5,두께 0.5",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11894,0,黑釉甁片,흑유병편,한국-고려,도자기-흑유,식-음식기-음식,"두께 0.5,현재높이 7.8",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11895,0,土製匙片,토제접시편,한국-고려,토제-경질,식-음식기-음식,"높이 2.5,두께 0.5",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11896,0,白磁大,백자대접,한국-조선,도자기-백자,식-음식기-음식,"높이 6.4,바닥지름 5.5,두께 0.4,높이 4.3,입지름 11.0,바닥지름 6.4",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11897,0,瓦片,와편,한국-고려,토제-경질,주-건축부재-지붕재,"현재길이 7.0~10.5,바닥지름 2.9~3.5",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11898,0,鬼面瓦片,귀면와편,한국-고려,토제-연질,주-건축부재-지붕재,"현재길이 14.5,현재너비 10.0,두께 7.1",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11899,0,연화문수막새,연화문수막새,한국-고려,토제-연질,주-건축부재-지붕재,"두께 3.9,현재길이 3.7~5.7,지름 14.5~15.0,두께 2.7~3.1",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11900,0,연화문수막새,연화문수막새,한국-고려,토제-연질,주-건축부재-지붕재,"현재길이 34.6,지름 14.7,두께 1.9",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11901,0,당초문암막새편,당초문암막새편,한국-고려,토제-연질,주-건축부재-지붕재,"현재길이 12.7~13.0,현재너비 13.0~16.2,높이 6.0~6.6,두께 4.0~5.0",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11902,0,당초문암막새편,당초문암막새편,한국-고려,토제-연질,주-건축부재-지붕재,"현재길이 10.0~13.0,현재너비 8.4~18.0,높이 7.0~7.5,두께 1.5~4.5",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11903,0,당초문암막새편,당초문암막새편,한국-고려,토제-연질,주-건축부재-지붕재,"현재길이 10.0~20.5,현재너비 6.0~7.0,높이 7.0~7.5,두께 2.5~4.0",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11904,0,동이,동이,한국-조선,토제-경질,식-음식기-저장운반,"높이 17.0,입지름 29.7,바닥지름 30.0",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11905,0,연화문수막새,연화문수막새,한국-고려,토제-연질,주-건축부재-지붕재,"현재길이 3.0~8.5,지름 14.0~14.6,두께 1.6~2.0",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11906,0,수키와,수키와,한국-고려,토제-연질,주-건축부재-지붕재,"길이 29.5,너비 16.5,두께 2.0",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11907,0,瓦片,와편,한국-고려,토제-연질,주-건축부재-지붕재,"현재길이 13.8,너비 25.0,두께 3.4",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11908,0,암키와,암키와,한국-고려,토제-경질,주-건축부재-지붕재,"현재길이 28.3,너비 30.0,높이 6.2,두께 2.5",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11909,0,당초문암막새,당초문암막새,한국-고려,토제-연질,주-건축부재-지붕재,"현재길이 34.6,너비 33.0,두께 3.0,현재길이 11.4,높이 7.2,너비 14.3,두께 4.5",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11910,0,土製,토제완,한국-통일신라,토제-경질,식-음식기-음식,"현재높이 6.0,두께 0.4~0.6",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11911,0,土製小壺,토제소호,한국-고려,토제-경질,식-음식기-저장운반,"높이 10.2,두께 0.4~0.7",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11912,0,연화문수막새,연화문수막새,한국-고려,토제-연질,주-건축부재-지붕재,"현재길이 13.0,두께 1.8~2.0",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11913,0,연화문수막새,연화문수막새,한국-고려,토제-연질,주-건축부재-지붕재,"현재길이 15.0,두께 2.0~3.0,현재너비 11.5,현재길이 14.4,두께 2.0",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11914,0,연화문수막새,연화문수막새,한국-고려,토제-연질,주-건축부재-지붕재,"현재길이 8.3~13.8,두께 2.0",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11915,0,연화문수막새,연화문수막새,한국-고려,토제-경질,주-건축부재-지붕재,"현재길이 16.5,두께 3.0",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11916,0,연화문수막새편,연화문수막새편,한국-고려,토제-연질,주-건축부재-지붕재,"현재길이 5.5~9.5,두께 1.5~3.2",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11917,0,수막새편,수막새편,한국-고려,토제-연질,주-건축부재-지붕재,"현재길이 3.7~5.5,두께 1.8",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11918,0,당초문암막새,당초문암막새,한국-고려,토제-경질,주-건축부재-지붕재,"높이 6.0,너비 30.0,두께 2.0",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11919,0,당초문암막새편,당초문암막새편,한국-고려,토제-경질,주-건축부재-지붕재,"현재높이 7.5,현재너비 17.0,현재길이 5.8,두께 2.0,현재높이 6.0,현재너비 12.7~22.5,두께 2.0",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11920,0,당초문암막새편,당초문암막새편,한국-고려,토제-연질,주-건축부재-지붕재,"현재높이 4.4~6.8,현재너비 11.0~13.4,두께 1.6~2.1",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11921,0,암막새편,암막새편,한국-고려,토제-연질,주-건축부재-지붕재,"현재높이 6.0~7.0,현재너비 9.5~19.2,두께 1.5~2.0",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11922,0,암키와편,암키와편,한국-고려,토제-경질,주-건축부재-지붕재,"현재길이 13.5~17.0,현재너비 11.0~17.0,두께 1.7~2.1",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11923,0,암키와편,암키와편,한국-고려,토제-경질,주-건축부재-지붕재,"현재길이 10.0~21.0,현재너비 13.0~17.0,두께 1.4~2.2",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11924,0,암키와편,암키와편,한국-고려,토제-경질,주-건축부재-지붕재,"현재길이 14.5~23.5,현재너비 18.8~24.6,두께 1.5~2.1",전라남도-곡성군-죽곡면 당동리 441번지 외,,
국립1-광주-광주,11925,0,암키와,암키와,한국-고려,토제-경질,주-건축부재-지붕재,"현재길이 35.1,현재너비 24.5,두께 2.0,현재길이 34.9,너비 31.0,두께 2.2",전라남도-곡성군-죽곡면 당동리 441번지 외,,
